Airline,Airline_ID,Source_airport,Source_airport_ID,Destination_airport,Destination_airport_ID,Codeshare,Stops,Equipment
4U,2548,TXL,351,AOI,4309,\N,0,CRJ
4U,2548,TXL,351,BHX,469,\N,0,319
4U,2548,TXL,351,BIA,1321,\N,0,320
4U,2548,TXL,351,BLQ,1538,\N,0,319
4U,2548,TXL,351,CGN,344,\N,0,320
4U,2548,TXL,351,CTA,1509,\N,0,319
4U,2548,TXL,351,DBV,1200,\N,0,320
4U,2548,TXL,351,FCO,1555,\N,0,319
4U,2548,TXL,351,FMM,3986,\N,0,CRJ
4U,2548,TXL,351,HEL,421,\N,0,319
4U,2548,TXL,351,HER,1452,\N,0,319
4U,2548,TXL,351,IBZ,1225,\N,0,319
4U,2548,TXL,351,KLU,4322,\N,0,319
4U,2548,TXL,351,LHR,507,\N,0,319
4U,2548,TXL,351,LIN,1529,\N,0,319
4U,2548,TXL,351,NCE,1354,\N,0,319
4U,2548,TXL,351,NUE,347,\N,0,319
4U,2548,TXL,351,PMI,3998,\N,0,320
4U,2548,TXL,351,PRN,1742,\N,0,319
4U,2548,TXL,351,SAW,4317,\N,0,319
4U,2548,TXL,351,SJJ,1646,\N,0,319
4U,2548,TXL,351,SPU,1206,\N,0,319
4U,2548,TXL,351,STR,350,\N,0,319
4U,2548,TXL,351,VIE,1613,\N,0,319
4U,2548,TXL,351,VRN,1550,\N,0,319
4U,2548,TXL,351,ZAD,1209,\N,0,319
4U,2548,VCE,1551,CGN,344,\N,0,320
4U,2548,VCE,1551,DUS,345,\N,0,320
4U,2548,VCE,1551,HAJ,352,\N,0,319
4U,2548,VCE,1551,HAM,342,\N,0,319
4U,2548,VIE,1613,CGN,344,\N,0,319
4U,2548,VIE,1613,HAJ,352,\N,0,319
4U,2548,VIE,1613,HAM,342,\N,0,319
4U,2548,VIE,1613,STR,350,\N,0,319
4U,2548,VIE,1613,TXL,351,\N,0,319
4U,2548,VRN,1550,CGN,344,\N,0,319
4U,2548,VRN,1550,HAM,342,\N,0,CRJ
4U,2548,VRN,1550,TXL,351,\N,0,319
4U,2548,WAW,679,CGN,344,\N,0,CRJ
4U,2548,WAW,679,DUS,345,\N,0,CRJ
4U,2548,WRO,680,DUS,345,\N,0,CRJ
4U,2548,XRY,1226,CGN,344,\N,0,319
4U,2548,ZAD,1209,CGN,344,\N,0,319
4U,2548,ZAD,1209,DUS,345,\N,0,CRJ
4U,2548,ZAD,1209,STR,350,\N,0,319
4U,2548,ZAD,1209,TXL,351,\N,0,319
4U,2548,ZAG,1208,CGN,344,\N,0,CRJ
4U,2548,ZAG,1208,STR,350,\N,0,319
4U,2548,ZRH,1678,CGN,344,\N,0,320
4U,2548,ZRH,1678,HAM,342,\N,0,319
4W,\N,AKP,6712,FAI,3832,\N,0,PA2
4W,\N,BTT,3417,AKP,6712,\N,0,PA2
4W,\N,BTT,3417,CXF,7119,\N,0,PA2
4W,\N,CEM,7116,IRC,7236,\N,0,PA2
4W,\N,CIK,7105,FAI,3832,\N,0,PA2
4W,\N,CIK,7105,FYU,3420,\N,0,PA2
4W,\N,CXF,7119,AKP,6712,\N,0,PA2
4W,\N,FAI,3832,BTT,3417,\N,0,PA2
4W,\N,FAI,3832,CEM,7116,\N,0,PA2
4W,\N,FAI,3832,CIK,7105,\N,0,PA2
4W,\N,FAI,3832,FYU,3420,\N,0,PA2
4W,\N,FAI,3832,MLY,7246,\N,0,CN1
4W,\N,FAI,3832,RMP,7112,\N,0,CN1
4W,\N,FAI,3832,SVS,9741,\N,0,PA2
4W,\N,FAI,3832,TAL,7113,\N,0,PA2
4W,\N,FAI,3832,WBQ,7115,\N,0,PA2
4W,\N,FYU,3420,CIK,7105,\N,0,PA2
4W,\N,FYU,3420,FAI,3832,\N,0,PA2
4W,\N,IRC,7236,FAI,3832,\N,0,PA2
4W,\N,MLY,7246,MNT,7110,\N,0,CN1
4W,\N,MNT,7110,FAI,3832,\N,0,CN1
4W,\N,RMP,7112,FAI,3832,\N,0,CN1
4W,\N,SVS,9741,FAI,3832,\N,0,PA2
4W,\N,SVS,9741,WBQ,7115,\N,0,PA2
4W,\N,TAL,7113,FAI,3832,\N,0,PA2
4W,\N,WBQ,7115,FAI,3832,\N,0,PA2
4W,\N,WBQ,7115,SVS,9741,\N,0,PA2
4Y,1173,AKI,7217,TLT,7218,\N,0,CNA
4Y,1173,ATT,4385,KUK,7094,\N,0,CNA
4Y,1173,BET,3599,ATT,4385,\N,0,CNA
4Y,1173,BET,3599,EEK,7093,\N,0,CNA
4Y,1173,BET,3599,GNU,8202,\N,0,CNA
4Y,1173,BET,3599,KPN,7201,\N,0,CNA
4Y,1173,BET,3599,KWN,7206,\N,0,CNA
4Y,1173,BET,3599,KWT,7095,\N,0,CNA
4Y,1173,BET,3599,MLL,7097,\N,0,CNA
4Y,1173,BET,3599,NME,8199,\N,0,CNA
4Y,1173,BET,3599,WNA,9739,\N,0,CNA
4Y,1173,BET,3599,WTL,7099,\N,0,CNA
4Y,1173,CYF,6960,BET,3599,\N,0,CNA
4Y,1173,EEK,7093,BET,3599,\N,0,CNA
4Y,1173,EEK,7093,KWN,7206,\N,0,CNA
4Y,1173,GNU,8202,PTU,3430,\N,0,CNA
4Y,1173,KKH,7213,KWK,7096,\N,0,CNA
4Y,1173,KKI,9742,AKI,7217,\N,0,CNA
4Y,1173,KPN,7201,CYF,6960,\N,0,CNA
4Y,1173,KUK,7094,NUP,7212,\N,0,CNA
4Y,1173,KWK,7096,BET,3599,\N,0,CNA
4Y,1173,KWN,7206,BET,3599,\N,0,CNA
4Y,1173,KWN,7206,EEK,7093,\N,0,CNA
4Y,1173,KWT,7095,KKI,9742,\N,0,CNA
4Y,1173,MLL,7097,PQS,7216,\N,0,CNA
4Y,1173,NME,8199,OOK,8200,\N,0,CNA
4Y,1173,NUP,7212,BET,3599,\N,0,CNA
4Y,1173,OOK,8200,TNK,8201,\N,0,CNA
4Y,1173,PKA,9744,BET,3599,\N,0,CNA
4Y,1173,PQS,7216,BET,3599,\N,0,CNA
4Y,1173,PTU,3430,BET,3599,\N,0,CNA
4Y,1173,TLT,7218,BET,3599,\N,0,CNA
4Y,1173,TNK,8201,WWT,8203,\N,0,CNA
4Y,1173,WNA,9739,PKA,9744,\N,0,CNA
4Y,1173,WTL,7099,KKH,7213,\N,0,CNA
4Y,1173,WWT,8203,BET,3599,\N,0,CNA
5C,1581,BOC,1865,SJO,1885,\N,0,DHT
5C,1581,DRK,6945,SJO,1885,\N,0,DHT
5C,1581,FON,6731,XQP,1889,\N,0,DHT
5C,1581,GLF,1879,PJM,5847,\N,0,DHT
5C,1581,LIR,1881,SJO,1885,\N,0,DHT
5C,1581,LIR,1881,SYQ,5848,\N,0,DHT
5C,1581,LIR,1881,TNO,5844,\N,0,DHT
5C,1581,MGA,1863,SJO,1885,\N,0,DHT
5C,1581,NOB,1884,TMU,6732,\N,0,CNA
5C,1581,PJM,5847,SJO,1885,\N,0,DHT
5C,1581,PMZ,1887,SJO,1885,\N,0,CNA
5C,1581,SJO,1885,BOC,1865,\N,0,DHT
5C,1581,SJO,1885,DRK,6945,\N,0,DHT
5C,1581,SJO,1885,FON,6731,\N,0,DHT
5C,1581,SJO,1885,GLF,1879,\N,0,DHT
5C,1581,SJO,1885,MGA,1863,\N,0,DHT
5C,1581,SJO,1885,NOB,1884,\N,0,CNA
5C,1581,SJO,1885,PJM,5847,\N,0,DHT
5C,1581,SJO,1885,TMU,6732,\N,0,DHT
5C,1581,SJO,1885,TNO,5844,\N,0,DHT
5C,1581,SJO,1885,TTQ,5842,\N,0,CNA
5C,1581,SJO,1885,XQP,1889,\N,0,CNA
5C,1581,SYQ,5848,LIR,1881,\N,0,DHT
5C,1581,TMU,6732,SJO,1885,\N,0,CNA
5C,1581,TNO,5844,LIR,1881,\N,0,DHT
5C,1581,TNO,5844,SJO,1885,\N,0,DHT
5C,1581,TTQ,5842,SJO,1885,\N,0,CNA
5C,1581,XQP,1889,PMZ,1887,\N,0,CNA
5C,1581,XQP,1889,SJO,1885,\N,0,CNA
5G,4496,ACC,248,KMS,5556,\N,0,AT7
5G,4496,KMS,5556,ACC,248,\N,0,AT7
5H,8576,EDL,1138,LOK,1143,\N,0,DH8
5H,8576,EDL,1138,NBO,4059,\N,0,DH8
5H,8576,JUB,1173,NBO,4059,\N,0,CRJ
5H,8576,KIS,1140,EDL,1138,\N,0,CRJ
5H,8576,KIS,1140,NBO,4059,\N,0,CRJ
5H,8576,LAU,1144,MYD,5694,\N,0,DH8
5H,8576,LOK,1143,EDL,1138,\N,0,DH8
5H,8576,MBA,1145,NBO,4059,\N,0,CRJ
5H,8576,MBA,1145,ZNZ,1186,\N,0,CRJ
5H,8576,MYD,5694,LAU,1144,\N,0,DH8
5H,8576,MYD,5694,NBO,4059,\N,0,DH8
5H,8576,NBO,4059,EDL,1138,\N,0,DH8
5H,8576,NBO,4059,JUB,1173,\N,0,CRJ
5H,8576,NBO,4059,KIS,1140,\N,0,CRJ
5H,8576,NBO,4059,LOK,1143,\N,0,DH8
5H,8576,NBO,4059,MBA,1145,\N,0,CRJ
5H,8576,NBO,4059,MYD,5694,\N,0,DH8
5H,8576,ZNZ,1186,MBA,1145,\N,0,CRJ
5J,1683,BCD,2423,CEB,4206,\N,0,320
5J,1683,BCD,2423,CGY,2400,\N,0,ATR
5J,1683,BCD,2423,DVO,4090,\N,0,320
5J,1683,BCD,2423,MNL,2397,\N,0,320
5J,1683,BKI,3269,MNL,2397,\N,0,320
5J,1683,BKK,3885,MNL,2397,\N,0,320
5J,1683,BWN,3272,MNL,2397,\N,0,320
5J,1683,BXU,4200,CEB,4206,\N,0,319
5J,1683,BXU,4200,MNL,2397,\N,0,320
5J,1683,CAN,3370,MNL,2397,\N,0,320
5J,1683,CBO,2399,MNL,2397,\N,0,319
5J,1683,CEB,4206,BCD,2423,\N,0,320
5J,1683,CEB,4206,BXU,4200,\N,0,319
5J,1683,CEB,4206,CGM,6012,\N,0,ATR
5J,1683,CEB,4206,CGY,2400,\N,0,ATR
5J,1683,CEB,4206,CRK,4140,\N,0,319
5J,1683,CEB,4206,DGT,2425,\N,0,ATR
5J,1683,CEB,4206,DPL,4201,\N,0,ATR
5J,1683,CEB,4206,DVO,4090,\N,0,320
5J,1683,CEB,4206,GES,2402,\N,0,320
5J,1683,CEB,4206,HKG,3077,\N,0,320
5J,1683,CEB,4206,IAO,6974,\N,0,ATR
5J,1683,CEB,4206,ICN,3930,\N,0,320
5J,1683,CEB,4206,ILO,2429,\N,0,319
5J,1683,CEB,4206,KLO,2430,\N,0,320
5J,1683,CEB,4206,LGP,4203,\N,0,ATR
5J,1683,CEB,4206,MNL,2397,\N,0,319
5J,1683,CEB,4206,MPH,2426,\N,0,ATR
5J,1683,CEB,4206,OZC,4204,\N,0,ATR
5J,1683,CEB,4206,PAG,2401,\N,0,ATR
5J,1683,CEB,4206,PPS,2433,\N,0,320
5J,1683,CEB,4206,PUS,2372,\N,0,320
5J,1683,CEB,4206,SIN,3316,\N,0,320
5J,1683,CEB,4206,SUG,6016,\N,0,ATR
5J,1683,CEB,4206,TAC,2422,\N,0,ATR
5J,1683,CEB,4206,USU,4199,\N,0,ATR
5J,1683,CEB,4206,ZAM,2404,\N,0,319
5J,1683,CGK,3275,MNL,2397,\N,0,320
5J,1683,CGM,6012,CEB,4206,\N,0,ATR
5J,1683,CGY,2400,BCD,2423,\N,0,ATR
5J,1683,CGY,2400,CEB,4206,\N,0,320
5J,1683,CGY,2400,DVO,4090,\N,0,ATR
5J,1683,CGY,2400,ILO,2429,\N,0,319
5J,1683,CGY,2400,MNL,2397,\N,0,320
5J,1683,CRK,4140,CEB,4206,\N,0,319
5J,1683,CRK,4140,HKG,3077,\N,0,319
5J,1683,CRK,4140,MFM,3121,\N,0,319
5J,1683,CRK,4140,SIN,3316,\N,0,319
5J,1683,CYZ,6733,MNL,2397,\N,0,319
5J,1683,DGT,2425,CEB,4206,\N,0,ATR
5J,1683,DGT,2425,MNL,2397,\N,0,319
5J,1683,DPL,4201,CEB,4206,\N,0,ATR
5J,1683,DPL,4201,DVO,4090,\N,0,ATR
5J,1683,DPL,4201,MNL,2397,\N,0,320
5J,1683,DPS,3940,MNL,2397,\N,0,320
5J,1683,DVO,4090,BCD,2423,\N,0,320
5J,1683,DVO,4090,CEB,4206,\N,0,320
5J,1683,DVO,4090,CGY,2400,\N,0,ATR
5J,1683,DVO,4090,DPL,4201,\N,0,ATR
5J,1683,DVO,4090,ILO,2429,\N,0,320
5J,1683,DVO,4090,MNL,2397,\N,0,320
5J,1683,DVO,4090,PPS,2433,\N,0,319
5J,1683,DVO,4090,ZAM,2404,\N,0,319
5J,1683,DXB,2188,MNL,2397,\N,0,330
5J,1683,GES,2402,CEB,4206,\N,0,320
5J,1683,GES,2402,ILO,2429,\N,0,319
5J,1683,GES,2402,MNL,2397,\N,0,320
5J,1683,HAN,3199,MNL,2397,\N,0,319
5J,1683,HKG,3077,CEB,4206,\N,0,320
5J,1683,HKG,3077,CRK,4140,\N,0,319
5J,1683,HKG,3077,ILO,2429,\N,0,319
5J,1683,HKG,3077,MNL,2397,\N,0,320
5J,1683,HKT,3179,MNL,2397,\N,0,320
5J,1683,IAO,6974,CEB,4206,\N,0,ATR
5J,1683,ICN,3930,CEB,4206,\N,0,320
5J,1683,ICN,3930,KLO,2430,\N,0,320
5J,1683,ICN,3930,MNL,2397,\N,0,330
5J,1683,ILO,2429,CEB,4206,\N,0,319
5J,1683,ILO,2429,CGY,2400,\N,0,319
5J,1683,ILO,2429,DVO,4090,\N,0,320
5J,1683,ILO,2429,GES,2402,\N,0,319
5J,1683,ILO,2429,HKG,3077,\N,0,319
5J,1683,ILO,2429,MNL,2397,\N,0,320
5J,1683,ILO,2429,PPS,2433,\N,0,319
5J,1683,ILO,2429,SIN,3316,\N,0,319
5J,1683,KIX,3992,MNL,2397,\N,0,320
5J,1683,KLO,2430,CEB,4206,\N,0,320
5J,1683,KLO,2430,ICN,3930,\N,0,320
5J,1683,KLO,2430,MNL,2397,\N,0,320
5J,1683,KUL,3304,MNL,2397,\N,0,320
5J,1683,LAO,4202,MNL,2397,\N,0,319
5J,1683,LGP,4203,CEB,4206,\N,0,ATR
5J,1683,LGP,4203,MNL,2397,\N,0,320
5J,1683,MFM,3121,CRK,4140,\N,0,319
5J,1683,MFM,3121,MNL,2397,\N,0,319
5J,1683,MNL,2397,BCD,2423,\N,0,320
5J,1683,MNL,2397,BKI,3269,\N,0,320
5J,1683,MNL,2397,BKK,3885,\N,0,320
5J,1683,MNL,2397,BWN,3272,\N,0,320
5J,1683,MNL,2397,BXU,4200,\N,0,320
5J,1683,MNL,2397,CAN,3370,\N,0,320
5J,1683,MNL,2397,CBO,2399,\N,0,319
5J,1683,MNL,2397,CEB,4206,\N,0,319
5J,1683,MNL,2397,CGK,3275,\N,0,320
5J,1683,MNL,2397,CGY,2400,\N,0,320
5J,1683,MNL,2397,CYZ,6733,\N,0,319
5J,1683,MNL,2397,DGT,2425,\N,0,319
5J,1683,MNL,2397,DPL,4201,\N,0,320
5J,1683,MNL,2397,DPS,3940,\N,0,320
5J,1683,MNL,2397,DVO,4090,\N,0,320
5J,1683,MNL,2397,DXB,2188,\N,0,330
5J,1683,MNL,2397,GES,2402,\N,0,320
5J,1683,MNL,2397,HAN,3199,\N,0,319
5J,1683,MNL,2397,HKG,3077,\N,0,320
5J,1683,MNL,2397,HKT,3179,\N,0,320
5J,1683,MNL,2397,ICN,3930,\N,0,330
5J,1683,MNL,2397,ILO,2429,\N,0,320
5J,1683,MNL,2397,KIX,3992,\N,0,320
5J,1683,MNL,2397,KLO,2430,\N,0,320
5J,1683,MNL,2397,KUL,3304,\N,0,320
5J,1683,MNL,2397,LAO,4202,\N,0,319
5J,1683,MNL,2397,LGP,4203,\N,0,320
5J,1683,MNL,2397,MFM,3121,\N,0,319
5J,1683,MNL,2397,MPH,2426,\N,0,ATR
5J,1683,MNL,2397,NGO,3942,\N,0,320
5J,1683,MNL,2397,NRT,2279,\N,0,320
5J,1683,MNL,2397,OZC,4204,\N,0,320
5J,1683,MNL,2397,PAG,2401,\N,0,319
5J,1683,MNL,2397,PEK,3364,\N,0,320
5J,1683,MNL,2397,PPS,2433,\N,0,320
5J,1683,MNL,2397,PUS,2372,\N,0,320
5J,1683,MNL,2397,PVG,3406,\N,0,320
5J,1683,MNL,2397,REP,3035,\N,0,320
5J,1683,MNL,2397,RXS,6026,\N,0,320
5J,1683,MNL,2397,SGN,3205,\N,0,320
5J,1683,MNL,2397,SIN,3316,\N,0,330
5J,1683,MNL,2397,SJI,2409,\N,0,319
5J,1683,MNL,2397,TAC,2422,\N,0,320
5J,1683,MNL,2397,TAG,3994,\N,0,319
5J,1683,MNL,2397,TPE,2276,\N,0,320
5J,1683,MNL,2397,TUG,6021,\N,0,319
5J,1683,MNL,2397,USU,4199,\N,0,ATR
5J,1683,MNL,2397,VRC,6022,\N,0,319
5J,1683,MNL,2397,WNP,6018,\N,0,ATR
5J,1683,MNL,2397,XMN,3383,\N,0,320
5J,1683,MNL,2397,ZAM,2404,\N,0,320
5J,1683,MPH,2426,CEB,4206,\N,0,ATR
5J,1683,MPH,2426,MNL,2397,\N,0,ATR
5J,1683,NGO,3942,MNL,2397,\N,0,320
5J,1683,NRT,2279,MNL,2397,\N,0,320
5J,1683,OZC,4204,CEB,4206,\N,0,ATR
5J,1683,OZC,4204,MNL,2397,\N,0,320
5J,1683,PAG,2401,CEB,4206,\N,0,ATR
5J,1683,PAG,2401,MNL,2397,\N,0,319
5J,1683,PEK,3364,MNL,2397,\N,0,320
5J,1683,PPS,2433,CEB,4206,\N,0,320
5J,1683,PPS,2433,DVO,4090,\N,0,319
5J,1683,PPS,2433,ILO,2429,\N,0,319
5J,1683,PPS,2433,MNL,2397,\N,0,320
5J,1683,PUS,2372,CEB,4206,\N,0,320
5J,1683,PUS,2372,MNL,2397,\N,0,320
5J,1683,PVG,3406,MNL,2397,\N,0,320
5J,1683,REP,3035,MNL,2397,\N,0,320
5J,1683,RXS,6026,MNL,2397,\N,0,320
5J,1683,SGN,3205,MNL,2397,\N,0,320
5J,1683,SIN,3316,CEB,4206,\N,0,320
5J,1683,SIN,3316,CRK,4140,\N,0,319
5J,1683,SIN,3316,ILO,2429,\N,0,319
5J,1683,SIN,3316,MNL,2397,\N,0,320
5J,1683,SJI,2409,MNL,2397,\N,0,319
5J,1683,SUG,6016,CEB,4206,\N,0,ATR
5J,1683,TAC,2422,CEB,4206,\N,0,ATR
5J,1683,TAC,2422,MNL,2397,\N,0,320
5J,1683,TAG,3994,MNL,2397,\N,0,319
5J,1683,TPE,2276,MNL,2397,\N,0,320
5J,1683,TUG,6021,MNL,2397,\N,0,319
5J,1683,USU,4199,CEB,4206,\N,0,ATR
5J,1683,USU,4199,MNL,2397,\N,0,ATR
5J,1683,VRC,6022,MNL,2397,\N,0,319
5J,1683,WNP,6018,MNL,2397,\N,0,ATR
5J,1683,XMN,3383,MNL,2397,\N,0,320
5J,1683,ZAM,2404,CEB,4206,\N,0,319
5J,1683,ZAM,2404,DVO,4090,\N,0,319
5J,1683,ZAM,2404,MNL,2397,\N,0,320
5M,4436,ANU,2874,NEV,6079,\N,0,BNI
5M,4436,NEV,6079,ANU,2874,\N,0,BNI
5N,503,ARH,4362,CSH,6110,Y,0,AN4
5N,503,ARH,4362,LED,2948,\N,0,735
5N,503,ARH,4362,MMK,2949,Y,0,AN4
5N,503,ARH,4362,NNM,4371,\N,0,AT5
5N,503,ARH,4362,SVO,2985,\N,0,735
5N,503,ARH,4362,USK,4369,Y,0,AN4
5N,503,CSH,6110,ARH,4362,Y,0,AN4
5N,503,LED,2948,ARH,4362,\N,0,735
5N,503,LED,2948,MMK,2949,\N,0,735
5N,503,LED,2948,SCW,2989,\N,0,735
5N,503,MMK,2949,ARH,4362,Y,0,AN4
5N,503,MMK,2949,LED,2948,\N,0,735
5N,503,MMK,2949,SVO,2985,\N,0,735
5N,503,MMK,2949,TOS,663,Y,0,AN4
5N,503,NNM,4371,ARH,4362,\N,0,AT5
5N,503,SCW,2989,LED,2948,\N,0,735
5N,503,SCW,2989,SVO,2985,\N,0,735
5N,503,SVO,2985,ARH,4362,\N,0,735
5N,503,SVO,2985,MMK,2949,\N,0,735
5N,503,SVO,2985,SCW,2989,\N,0,735
5N,503,TOS,663,MMK,2949,Y,0,AN4
5N,503,USK,4369,ARH,4362,Y,0,AN4
5P,10650,ANF,2651,IQQ,2649,\N,0,737
5P,10650,CCP,2656,SCL,2650,\N,0,737
5P,10650,IQQ,2649,SCL,2650,\N,0,737
5P,10650,SCL,2650,ANF,2651,\N,0,737
5Q,18232,AEP,2442,MVD,2816,\N,0,AT7
5Q,18232,AEP,2442,PDP,6777,\N,0,AT7
5Q,18232,ASU,2699,MVD,2816,\N,0,AT7
5Q,18232,CWB,2545,MVD,2816,\N,0,AT7
5Q,18232,EZE,3988,MVD,2816,\N,0,AT7
5Q,18232,GIG,2560,MVD,2816,\N,0,AT7
5Q,18232,GRU,2564,MVD,2816,\N,0,AT7
5Q,18232,MVD,2816,AEP,2442,\N,0,AT7
5Q,18232,MVD,2816,ASU,2699,\N,0,AT7
5Q,18232,MVD,2816,CWB,2545,\N,0,AT7
5Q,18232,MVD,2816,EZE,3988,\N,0,AT7
5Q,18232,MVD,2816,GIG,2560,\N,0,AT7
5Q,18232,MVD,2816,GRU,2564,\N,0,319
5Q,18232,MVD,2816,POA,2599,\N,0,AT7
5Q,18232,MVD,2816,SCL,2650,\N,0,319
5Q,18232,PDP,6777,AEP,2442,\N,0,AT7
5Q,18232,POA,2599,MVD,2816,\N,0,AT7
5Q,18232,SCL,2650,MVD,2816,\N,0,319
5T,1623,YBK,29,YCS,5487,Y,0,ATR
5T,1623,YBK,29,YXN,5534,Y,0,ATR
5T,1623,YCB,32,YCO,37,\N,0,DH8
5T,1623,YCB,32,YYH,183,\N,0,DH8
5T,1623,YCB,32,YZF,196,\N,0,DH8
5T,1623,YCO,37,YCB,32,\N,0,DH8
5T,1623,YCO,37,YZF,196,\N,0,DH8
5T,1623,YCS,5487,YBK,29,Y,0,AT4
5T,1623,YCS,5487,YRT,132,Y,0,ATR
5T,1623,YCY,40,YFB,55,\N,0,DH8
5T,1623,YCY,40,YIO,75,\N,0,DH8
5T,1623,YEG,49,YZF,196,\N,0,73M
5T,1623,YEK,50,YXN,5534,Y,0,ATR
5T,1623,YEK,50,YYQ,187,Y,0,ATR
5T,1623,YEV,54,YVQ,155,\N,0,73M
5T,1623,YFB,55,YCY,40,\N,0,DH8
5T,1623,YFB,55,YGT,5495,\N,0,BE1
5T,1623,YFB,55,YOW,100,\N,0,73M
5T,1623,YFB,55,YRT,132,\N,0,73M
5T,1623,YFB,55,YTE,140,\N,0,BE1
5T,1623,YFB,55,YUX,148,\N,0,BE1
5T,1623,YFB,55,YXP,170,\N,0,DH8
5T,1623,YGT,5495,YFB,55,\N,0,DH8
5T,1623,YGT,5495,YIO,75,\N,0,DH8
5T,1623,YGT,5495,YUX,148,\N,0,DH8
5T,1623,YHK,69,YYH,183,\N,0,DH8
5T,1623,YHK,69,YZF,196,\N,0,DH8
5T,1623,YIO,75,YCY,40,\N,0,DH8
5T,1623,YIO,75,YGT,5495,\N,0,DH8
5T,1623,YOW,100,YFB,55,\N,0,73M
5T,1623,YRT,132,YBK,29,Y,0,AT4
5T,1623,YRT,132,YCS,5487,Y,0,ATR
5T,1623,YRT,132,YEK,50,\N,1,ATR
5T,1623,YRT,132,YFB,55,\N,0,73M
5T,1623,YRT,132,YUT,147,Y,0,AT4
5T,1623,YRT,132,YYQ,187,Y,0,ATR
5T,1623,YRT,132,YZF,196,\N,0,73M
5T,1623,YRT,132,YZS,41,Y,0,ATR
5T,1623,YTE,140,YFB,55,\N,0,BE1
5T,1623,YTH,141,YYQ,187,Y,0,ATR
5T,1623,YUX,148,YFB,55,\N,0,DH8
5T,1623,YUX,148,YGT,5495,\N,0,BE1
5T,1623,YVM,152,YXP,170,\N,0,DH8
5T,1623,YVQ,155,YEV,54,\N,0,73M
5T,1623,YVQ,155,YZF,196,\N,0,73M
5T,1623,YWG,160,YRT,132,Y,0,FRJ
5T,1623,YWG,160,YYQ,187,Y,0,FRJ
5T,1623,YXN,5534,YRT,132,Y,0,ATR
5T,1623,YXP,170,YFB,55,\N,0,DH8
5T,1623,YXP,170,YVM,152,\N,0,DH8
5T,1623,YYH,183,YCB,32,\N,0,DH8
5T,1623,YYH,183,YHK,69,\N,0,DH8
5T,1623,YYQ,187,YEK,50,Y,0,ATR
5T,1623,YYQ,187,YRT,132,Y,0,ATR
5T,1623,YYQ,187,YTH,141,Y,0,AT4
5T,1623,YYQ,187,YWG,160,Y,0,ATR
5T,1623,YZF,196,YCB,32,\N,0,DH8
5T,1623,YZF,196,YCO,37,\N,0,DH8
5T,1623,YZF,196,YEG,49,\N,0,73M
5T,1623,YZF,196,YHK,69,\N,0,DH8
5T,1623,YZF,196,YRT,132,\N,0,73M
5T,1623,YZF,196,YVQ,155,\N,0,73M
5T,1623,YZF,196,YYH,183,\N,0,DH8
5T,1623,YZS,41,YRT,132,Y,0,ATR
5T,1623,YZS,41,YUT,147,Y,0,AT4
5U,\N,BZE,1957,FRS,4024,\N,0,CNA
5U,\N,FRS,4024,BZE,1957,\N,0,CNA
5U,\N,FRS,4024,GUA,1767,\N,0,EMB
5U,\N,GUA,1767,FRS,4024,\N,0,SF3
5U,\N,GUA,1767,SAP,1772,\N,0,SF3
5U,\N,GUA,1767,TGU,1776,\N,0,SF3
5U,\N,RTB,1774,GUA,1767,\N,0,SF3
5U,\N,SAP,1772,GUA,1767,\N,0,SF3
5U,\N,TGU,1776,GUA,1767,\N,0,SF3
5Z,18946,CPT,797,PBZ,\N,\N,0,BEH
5Z,18946,ELL,8492,JNB,813,\N,0,BEH
5Z,18946,JNB,813,ELL,8492,\N,0,BEH
5Z,18946,JNB,813,MGH,827,\N,0,BEH
5Z,18946,MGH,827,JNB,813,\N,0,BEH
5Z,18946,PBZ,\N,CPT,797,\N,0,BEH
5Z,18946,PBZ,\N,JNB,813,\N,0,BEH
6E,2850,AMD,2994,BLR,3131,\N,0,320
6E,2850,AMD,2994,BOM,2997,\N,0,320
6E,2850,AMD,2994,CCU,3043,\N,0,320
6E,2850,AMD,2994,DEL,3093,\N,0,320
6E,2850,AMD,2994,GOI,3007,\N,0,320
6E,2850,AMD,2994,HYD,\N,\N,0,320
6E,2850,AMD,2994,JAI,3098,\N,0,320
6E,2850,AMD,2994,MAA,3144,\N,0,320
6E,2850,AMD,2994,PNQ,3017,\N,0,320
6E,2850,BBI,3042,BLR,3131,\N,0,320
6E,2850,BBI,3042,BOM,2997,\N,0,320
6E,2850,BBI,3042,CCU,3043,\N,0,320
6E,2850,BBI,3042,DEL,3093,\N,0,320
6E,2850,BBI,3042,HYD,\N,\N,0,320
6E,2850,BBI,3042,VTZ,3066,\N,0,320
6E,2850,BDQ,3001,BOM,2997,\N,0,320
6E,2850,BDQ,3001,DEL,3093,\N,0,320
6E,2850,BKK,3885,CCU,3043,\N,0,320
6E,2850,BKK,3885,DEL,3093,\N,0,320
6E,2850,BLR,3131,AMD,2994,\N,0,320
6E,2850,BLR,3131,BBI,3042,\N,0,320
6E,2850,BLR,3131,BOM,2997,\N,0,320
6E,2850,BLR,3131,CCU,3043,\N,0,320
6E,2850,BLR,3131,COK,3136,\N,0,320
6E,2850,BLR,3131,DEL,3093,\N,0,320
6E,2850,BLR,3131,GAU,6173,\N,0,320
6E,2850,BLR,3131,GOI,3007,\N,0,320
6E,2850,BLR,3131,HYD,\N,\N,0,320
6E,2850,BLR,3131,JAI,3098,\N,0,320
